100	 592.83100E-03
110	 636.01000E-03
120	 674.44500E-03
130	 708.75000E-03
140	 739.42800E-03
150	 766.75600E-03
160	 791.28500E-03
170	 813.36000E-03
180	 832.45300E-03
190	 847.75800E-03
200	 828.58000E-03
210	 842.61600E-03
220	 855.15700E-03
230	 866.34700E-03
240	 876.45000E-03
250	 885.56800E-03
260	 893.92300E-03
270	 901.55500E-03
280	 908.39100E-03
290	 914.73900E-03
300	 920.47800E-03
310	 925.94300E-03
320	 930.74500E-03
330	 935.22600E-03
340	 939.07700E-03
350	 942.96900E-03
360	 946.59100E-03
370	 949.72900E-03
380	 952.70800E-03
390	 955.63700E-03
400	 958.20100E-03
410	 960.65100E-03
420	 962.38700E-03
430	 964.71500E-03
440	 966.52800E-03
450	 968.70900E-03
460	 970.66300E-03
470	 972.38600E-03
480	 973.77800E-03
490	 975.51000E-03
500	 976.83500E-03
510	 978.13800E-03
520	 979.29500E-03
530	 980.51300E-03
540	 981.58200E-03
550	 982.60100E-03
560	 983.63300E-03
570	 984.57300E-03
580	 985.38000E-03
590	 986.25300E-03
600	 987.00100E-03
610	 987.85700E-03
620	 988.52800E-03
630	 989.18500E-03
640	 989.88100E-03
650	 990.45600E-03
660	 991.02300E-03
670	 991.62500E-03
680	 992.05100E-03
690	 992.65300E-03
700	 993.19100E-03
710	 993.75300E-03
720	 994.18700E-03
730	 994.65300E-03
740	 995.12600E-03
750	
760	 995.88500E-03
770	 996.32700E-03
780	 996.65300E-03
790	 997.11100E-03
800	 997.34600E-03
810	 997.78900E-03
820	 998.00900E-03
830	 998.30400E-03
840	 998.61000E-03
850	 998.84000E-03
860	 999.11500E-03
870	 999.41900E-03
880	 999.54300E-03
890	 999.82500E-03
900	 1.0000350E+00
910	 1.0003180E+00
920	 1.0004430E+00
930	 1.0006330E+00
940	 1.0008770E+00
950	 1.0010280E+00
960	 1.0011750E+00
970	 1.0013720E+00
980	 1.0014480E+00
990	 1.0016520E+00
1000	 1.0018260E+00
